ID,Gender,Location,E-Paylater User Status,Educational Background,Year of Birth,Job Status,Monthly Income,Online Shopping Expenditure Percentage,Impulsive Buying Behavior Score,Promotion Score,Social Influence Score,Happiness Score,Self Control Score,Normative Evaluation Score
635,Female,Riau,Non e-paylater user,Until Senior High School,2003,Working,"Less than Rp 1,000,000",Less than 20%,3.0,1.5,1.1666666666666667,4.0,3.0,2.6
636,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"More than Rp 10,000,000",Less than 20%,2.75,2.0,2.0,3.0,3.2,3.0
637,Male,Riau,Non e-paylater user,Post Graduate,2003,Students,"More than Rp 10,000,000",Less than 20%,5.0,4.0,4.0,3.0,2.8,3.0
638,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3.0,1.0,2.0,3.25,3.6,1.0
639,Female,Riau,e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,1.0,2.5,1.6666666666666667,3.5,4.8,4.4
640,Female,Riau,Non e-paylater user,Until Senior High School,2005,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3.0,2.0,3.0,4.0,3.2,3.6
641,Female,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",21% - 40%,2.5,1.0,2.0,4.0,3.4,3.0
642,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2001,Students,"Less than Rp 1,000,000",Less than 20%,3.75,3.0,3.0,4.0,2.8,3.2
643,Male,West Sumatera,Non e-paylater user,"Diploma I, II, III",2000,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,3.0,1.0,1.0,4.0,3.2,5.0
644,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",Less than 20%,1.0,1.0,1.0,4.75,3.4,5.0
645,Female,Riau,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2.0,1.0,1.0,3.25,3.8,2.4
646,Female,North Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,2.75,2.0,2.3333333333333335,3.5,3.4,3.8
647,Female,Banten,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,2.75,3.75,3.3333333333333335,4.0,3.2,4.2
648,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,2002,Not Working,"Less than Rp 1,000,000",Less than 20%,2.75,3.0,2.0,3.0,2.8,3.6
649,Female,Lampung,Non e-paylater user,"Diploma I, II, III",1979,Students,"Less than Rp 1,000,000",Less than 20%,2.5,2.0,1.8333333333333333,2.75,3.6,4.4
650,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.75,1.0,1.3333333333333333,4.25,3.0,2.0
651,Male,West Sumatera,Non e-paylater user,"Diploma I, II, III",2000,Working,"More than Rp 10,000,000",Less than 20%,3.25,4.0,4.0,4.0,3.6,3.0
652,Male,West Sumatera,Non e-paylater user,Post Graduate,2000,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2.25,2.0,1.6666666666666667,3.25,3.4,2.4
653,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",Less than 20%,2.5,2.0,2.6666666666666665,4.0,3.6,3.8
654,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3.5,1.0,1.3333333333333333,4.0,4.0,1.4
655,Female,West Sumatera,e-paylater user,"Diploma I, II, III",2000,Students,"Rp 1,000,001 - Rp 2,500,000",61% - 80%,4.0,3.0,3.1666666666666665,5.0,2.6,3.2
656,Female,West Sumatera,e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",21% - 40%,3.0,4.75,3.5,4.0,2.6,3.0
657,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,2.0,2.0,2.0,3.0,2.8,3.6
658,Female,West Sumatera,Non e-paylater user,Until Senior High School,1997,Students,"Less than Rp 1,000,000",Less than 20%,4.0,2.0,3.0,4.5,3.2,3.4
659,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2.0,2.5,2.3333333333333335,3.0,3.6,3.6
660,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1998,Students,"Less than Rp 1,000,000",More than 100%,3.5,3.5,3.0,3.0,2.8,3.0
661,Female,West Sumatera,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3.25,3.5,3.0,4.0,2.4,3.6
662,Female,West Java,Non e-paylater user,Bachelor/Diploma IV,2000,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.0,3.0,2.1666666666666665,4.0,4.0,4.8
663,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",21% - 40%,2.5,1.0,2.8333333333333335,4.0,2.4,4.6
664,Female,West Sumatera,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,1.0,4.0,3.8333333333333335,4.0,3.4,2.0
665,Female,West Sumatera,Non e-paylater user,Post Graduate,2000,Working,"More than Rp 10,000,000",Less than 20%,1.0,1.0,1.0,3.5,3.4,5.0
666,Female,West Sumatera,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3.0,3.0,3.0,3.0,3.0,3.2
667,Male,West Sumatera,e-paylater user,Post Graduate,2001,Entrepreneur,"More than Rp 10,000,000",21% - 40%,3.75,4.5,4.5,4.5,2.8,3.2
668,Female,West Sumatera,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",41% - 60%,3.5,1.0,1.0,4.25,3.0,4.4
669,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2000,Students,"Less than Rp 1,000,000",21% - 40%,4.0,4.0,5.0,4.0,2.6,2.8
670,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2000,Working,"More than Rp 10,000,000",21% - 40%,2.75,3.0,3.0,4.0,2.8,3.4
671,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2000,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4.0,1.0,2.1666666666666665,4.0,3.0,4.0
672,Female,Lampung,Non e-paylater user,Bachelor/Diploma IV,1999,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,1.5,1.0,1.0,2.25,2.8,3.6
673,Female,South Sumatera,Non e-paylater user,"Diploma I, II, III",1998,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2.5,1.0,1.5,3.75,2.8,3.0
674,Female,Lampung,e-paylater user,Bachelor/Diploma IV,1997,Working,"More than Rp 10,000,000",Less than 20%,3.75,4.0,4.0,4.0,2.4,4.4
675,Female,South Sumatera,Non e-paylater user,Post Graduate,1996,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,2.0,2.0,1.6666666666666667,4.0,3.2,2.8
676,Female,Lampung,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",Less than 20%,2.25,1.5,2.0,4.0,2.6,3.6
677,Male,South Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3.0,3.0,2.1666666666666665,4.0,3.6,3.6
678,Female,Lampung,Non e-paylater user,Until Senior High School,1999,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,3.25,2.0,2.0,4.0,3.6,3.2
679,Female,South Sumatera,Non e-paylater user,"Diploma I, II, III",1998,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,4.5,2.0,1.0,4.0,2.4,3.2
680,Male,Lampung,e-paylater user,Bachelor/Diploma IV,1997,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3.0,3.25,3.0,3.0,2.8,5.0
681,Male,South Sumatera,Non e-paylater user,Until Senior High School,1996,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.5,1.0,1.0,3.0,3.2,3.2
682,Female,Lampung,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",Less than 20%,2.5,4.5,3.1666666666666665,4.25,4.8,1.0
683,Female,South Sumatera,Non e-paylater user,Post Graduate,1994,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.0,1.0,1.0,3.75,3.6,4.0
684,Female,Lampung,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",Less than 20%,1.0,1.0,1.0,4.0,5.0,3.8
685,Female,South Sumatera,Non e-paylater user,Post Graduate,1998,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2.25,1.75,2.5,3.5,3.2,3.2
686,Female,Lampung,Non e-paylater user,Until Senior High School,1997,Students,"Less than Rp 1,000,000",Less than 20%,3.25,1.0,2.0,1.0,3.4,3.0
687,Female,South Sumatera,Non e-paylater user,Post Graduate,1996,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3.75,2.25,1.1666666666666667,4.5,3.0,4.4
688,Female,Lampung,e-paylater user,Bachelor/Diploma IV,1995,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4.75,1.0,1.5,3.5,3.0,3.8
689,Female,South Sumatera,e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",21% - 40%,2.75,4.0,4.0,4.0,2.8,2.4
690,Female,Lampung,Non e-paylater user,"Diploma I, II, III",1999,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.5,1.0,1.6666666666666667,4.25,4.0,3.8
691,Female,South Sumatera,Non e-paylater user,"Diploma I, II, III",1998,Students,"Less than Rp 1,000,000",Less than 20%,3.0,2.0,3.1666666666666665,4.0,3.0,5.0
692,Female,Lampung,Non e-paylater user,"Diploma I, II, III",1997,Students,"Less than Rp 1,000,000",Less than 20%,3.75,4.0,3.6666666666666665,3.75,3.2,2.8
693,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",41% - 60%,3.5,1.0,1.3333333333333333,4.0,2.6,1.8
694,Female,South Sumatera,Non e-paylater user,Post Graduate,1996,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2.25,2.0,2.0,3.0,3.4,4.0
695,Female,Lampung,Non e-paylater user,"Diploma I, II, III",1995,Not Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2.5,1.0,2.0,4.0,4.0,2.8
696,Female,South Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,2.25,1.0,1.0,4.0,4.2,2.6
697,Female,Lampung,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",21% - 40%,2.0,2.0,2.1666666666666665,3.0,3.2,3.4
698,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",Less than 20%,2.0,4.0,3.8333333333333335,4.0,2.8,2.6
699,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.25,1.0,1.0,5.0,2.4,3.2
700,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3.25,2.0,2.0,3.75,2.8,2.4
701,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,2.5,1.0,2.0,3.5,3.0,2.0
702,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3.5,3.0,2.1666666666666665,5.0,3.8,5.0
703,Male,West Sumatera,Non e-paylater user,Post Graduate,2001,Working,"More than Rp 10,000,000",Less than 20%,2.25,1.0,1.0,3.75,4.0,2.2
704,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.5,1.0,1.8333333333333333,3.75,2.8,3.2
705,Female,West Sumatera,e-paylater user,"Diploma I, II, III",2004,Working,"More than Rp 10,000,000",Less than 20%,2.5,1.0,2.1666666666666665,3.75,3.0,4.0
706,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"More than Rp 10,000,000",21% - 40%,2.25,1.0,1.0,3.0,3.2,3.4
707,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2003,Entrepreneur,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2.5,1.0,1.0,5.0,3.2,3.0
708,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,3.25,3.0,3.0,4.0,3.2,4.8
709,Female,West Sumatera,e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3.75,4.0,3.0,4.0,2.4,3.6
710,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2000,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2.75,3.75,2.3333333333333335,3.75,2.6,5.0
711,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1.75,3.0,2.3333333333333335,3.25,3.4,3.2
712,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,3.5,4.0,4.666666666666667,3.0,3.2,2.8
713,Male,Lampung,e-paylater user,Bachelor/Diploma IV,1999,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4.0,4.25,3.6666666666666665,3.75,3.2,3.4
714,Male,Lampung,e-paylater user,"Diploma I, II, III",1999,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3.75,3.75,4.333333333333333,3.75,3.2,3.0
715,Female,Lampung,Non e-paylater user,Until Senior High School,1999,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,3.75,3.5,3.0,4.25,2.2,2.4
716,Female,South Sumatera,Non e-paylater user,Bachelor/Diploma IV,1998,Not Working,"Less than Rp 1,000,000",41% - 60%,1.0,1.0,1.0,1.0,3.4,5.0
717,Female,Lampung,e-paylater user,"Diploma I, II, III",1997,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3.5,3.75,3.8333333333333335,3.5,3.0,3.6
718,Male,South Sumatera,e-paylater user,Post Graduate,1996,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2.5,1.0,1.0,2.5,4.0,1.2
719,Male,Lampung,Non e-paylater user,Post Graduate,1995,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3.0,2.75,3.0,4.0,4.0,2.6
720,Female,South Sumatera,Non e-paylater user,Bachelor/Diploma IV,1994,Not Working,"More than Rp 10,000,000",Less than 20%,3.25,1.0,1.0,4.0,3.2,5.0
721,Female,Lampung,e-paylater user,"Diploma I, II, III",1999,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3.0,4.0,4.0,4.0,3.0,3.0
722,Female,South Sumatera,Non e-paylater user,Post Graduate,1998,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2.0,2.0,2.0,2.5,4.0,2.8
723,Female,Riau,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",Less than 20%,4.0,4.0,4.0,4.25,2.8,5.0
724,Male,Jambi,e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",21% - 40%,1.0,5.0,3.5,4.0,5.0,1.6
725,Female,Bengkulu,Non e-paylater user,Bachelor/Diploma IV,1993,Not Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,1.75,3.25,3.0,4.0,3.4,2.8
726,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,1992,Students,"Less than Rp 1,000,000",Less than 20%,3.75,3.0,3.0,3.75,3.2,2.4
727,Female,Riau,Non e-paylater user,Post Graduate,1995,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,3.0,2.0,2.0,3.0,3.6,3.8
728,Female,Jambi,Non e-paylater user,Bachelor/Diploma IV,1994,Working,"More than Rp 10,000,000",Less than 20%,2.75,2.0,2.0,4.0,3.4,2.0
729,Female,Bengkulu,Non e-paylater user,Bachelor/Diploma IV,1993,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3.0,1.0,1.0,5.0,4.4,3.0
730,Male,DKI Jakarta,e-paylater user,Post Graduate,1992,Working,"More than Rp 10,000,000",Less than 20%,3.0,1.0,2.0,3.0,3.4,3.4
731,Female,Riau,e-paylater user,Post Graduate,1995,Not Working,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,3.25,2.0,3.3333333333333335,5.0,3.0,4.6
732,Male,Jambi,Non e-paylater user,Bachelor/Diploma IV,1994,Working,"More than Rp 10,000,000",41% - 60%,2.0,2.0,2.3333333333333335,3.75,2.8,3.0
733,Male,Bengkulu,e-paylater user,Post Graduate,1993,Entrepreneur,"More than Rp 10,000,000",21% - 40%,3.75,4.5,4.5,4.5,2.8,3.2
734,Female,DKI Jakarta,Non e-paylater user,Post Graduate,1992,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3.75,3.0,3.0,4.0,3.8,3.8
735,Female,Riau,Non e-paylater user,Until Senior High School,1995,Students,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4.75,3.25,3.6666666666666665,4.0,2.8,3.4
736,Female,Jambi,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,2.5,3.0,2.8333333333333335,3.25,3.4,3.0
737,Female,Bengkulu,Non e-paylater user,Bachelor/Diploma IV,1993,Working,"More than Rp 10,000,000",Less than 20%,2.0,1.0,1.0,1.0,4.4,4.0
738,Female,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,1992,Working,"More than Rp 10,000,000",41% - 60%,3.5,3.25,2.5,4.0,3.2,4.0
739,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1975,Working,"More than Rp 10,000,000",Less than 20%,2.25,1.0,1.0,2.5,3.6,4.4
740,Male,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3.25,3.0,3.0,3.0,2.8,3.0
741,Female,West Sumatera,e-paylater user,Post Graduate,2002,Entrepreneur,"Rp 7,500,001 - Rp 10,000,000",41% - 60%,4.0,4.25,4.333333333333333,4.0,3.2,2.0
742,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2.75,1.0,2.0,3.75,3.8,3.4
743,Female,West Sumatera,e-paylater user,"Diploma I, II, III",2000,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2.75,3.75,3.0,3.0,3.4,4.2
744,Male,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.5,2.0,1.1666666666666667,3.25,3.6,2.4
745,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"More than Rp 10,000,000",Less than 20%,1.75,1.0,1.6666666666666667,3.75,4.8,4.2
746,Female,Kepulauan Riau,Non e-paylater user,"Diploma I, II, III",2002,Working,"Less than Rp 1,000,000",Less than 20%,2.75,1.0,1.0,4.75,2.2,3.4
747,Male,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"More than Rp 10,000,000",Less than 20%,3.0,3.5,2.8333333333333335,3.5,4.6,3.6
748,Male,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.0,2.0,2.0,3.75,3.6,4.6
749,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,3.75,3.0,3.1666666666666665,3.25,3.0,4.4
750,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Students,"Less than Rp 1,000,000",Less than 20%,2.75,1.0,1.0,2.0,2.8,2.8
751,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",More than 100%,2.0,1.0,1.0,2.5,2.6,4.2
752,Female,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",Less than 20%,1.75,3.75,3.1666666666666665,3.25,3.2,4.4
753,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"More than Rp 10,000,000",Less than 20%,1.75,2.25,1.6666666666666667,1.75,3.2,3.8
754,Female,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.75,3.5,2.8333333333333335,3.5,3.4,2.6
755,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,2001,Students,"Less than Rp 1,000,000",21% - 40%,1.75,4.0,2.1666666666666665,1.75,2.4,3.8
756,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2.5,3.25,2.1666666666666665,3.0,3.8,2.0
757,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2000,Working,"Rp 5,000,001 - Rp 7,500,000",More than 100%,2.0,1.0,4.0,2.0,5.0,2.6
758,Male,West Sumatera,Non e-paylater user,"Diploma I, II, III",2002,Students,"Less than Rp 1,000,000",21% - 40%,3.0,3.0,2.6666666666666665,2.5,3.4,3.2
759,Male,West Sumatera,e-paylater user,Until Senior High School,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.25,3.0,2.3333333333333335,2.5,3.0,3.2
760,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4.25,2.0,3.0,3.0,2.6,3.6
761,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",21% - 40%,3.5,4.0,3.1666666666666665,3.5,3.0,2.4
762,Male,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,2.75,1.0,1.0,3.5,3.8,2.0
763,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,1.75,2.0,1.0,3.0,3.0,4.6
764,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Not Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3.75,3.5,3.3333333333333335,4.0,3.4,2.6
765,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2.25,2.0,2.6666666666666665,3.0,3.8,4.6
766,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3.25,1.0,1.0,3.75,2.4,5.0
767,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.0,2.0,2.0,3.0,3.2,1.6
768,Male,West Sumatera,Non e-paylater user,Post Graduate,2004,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.5,1.0,2.3333333333333335,1.75,4.0,2.0
769,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2.5,2.0,2.1666666666666665,3.0,3.8,4.4
770,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,3.5,3.75,3.1666666666666665,3.0,2.6,3.4
771,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Not Working,"Less than Rp 1,000,000",Less than 20%,2.25,1.0,1.0,2.25,4.0,4.2
772,Male,Riau,Non e-paylater user,Until Senior High School,2003,Entrepreneur,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.75,3.0,2.0,3.0,3.0,3.0
773,Female,West Sumatera,Non e-paylater user,Until Senior High School,1977,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3.0,2.25,1.0,2.0,4.4,4.4
774,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3.25,2.0,3.3333333333333335,3.0,2.8,4.0
775,Male,West Sumatera,e-paylater user,Until Senior High School,2004,Students,"More than Rp 10,000,000",21% - 40%,1.0,1.25,1.0,1.0,3.4,3.0
776,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"More than Rp 10,000,000",Less than 20%,4.5,2.0,1.0,2.0,4.6,3.0
777,Male,DKI Jakarta,Non e-paylater user,Post Graduate,2003,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4.25,2.0,1.0,3.0,3.8,2.8
778,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,2003,Working,"More than Rp 10,000,000",Less than 20%,2.5,4.0,4.0,4.0,2.8,5.0
779,Male,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",Less than 20%,4.0,2.0,4.0,4.0,2.8,3.8
780,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,1.5,3.25,3.0,4.0,3.0,3.8
781,Female,West Java,Non e-paylater user,Bachelor/Diploma IV,2001,Not Working,"Less than Rp 1,000,000",Less than 20%,2.25,3.25,2.0,4.0,3.0,4.4
782,Male,Kepulauan Riau,e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",21% - 40%,3.5,2.0,2.0,2.5,4.2,3.6
783,Male,South Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3.75,3.0,4.0,4.0,2.8,4.0
784,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",Less than 20%,1.75,3.0,3.0,3.0,2.8,3.2
785,Male,West Sumatera,Non e-paylater user,Post Graduate,2003,Entrepreneur,"Rp 1,000,001 - Rp 2,500,000",More than 100%,1.0,1.0,2.0,2.0,4.0,3.8
786,Male,West Sumatera,e-paylater user,Until Senior High School,2001,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4.25,4.0,3.8333333333333335,3.25,2.6,3.8
787,Female,Riau,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",61% - 80%,2.5,1.75,2.6666666666666665,3.5,2.8,4.4
788,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Entrepreneur,"Less than Rp 1,000,000",Less than 20%,1.0,1.0,1.0,1.0,3.6,3.0
789,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3.75,2.0,3.0,3.0,3.6,3.8
790,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1980,Students,"Less than Rp 1,000,000",Less than 20%,3.5,3.0,3.0,3.0,3.0,4.0
791,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.0,1.0,1.0,1.0,3.2,3.8
792,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2.0,1.0,2.0,2.0,4.2,4.0
793,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.75,3.0,4.0,4.0,2.8,2.6
794,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",Less than 20%,2.0,2.0,3.0,3.0,3.0,3.6
