ID,Gender,Location,E-Paylater User Status,Educational Background,Year of Birth,Job Status,Monthly Income,Online Shopping Expenditure Percentage,IBB1,IBB2,IBB3,IBB4,P1,P2,P3,P4,SI1,SI2,SI3,SI4,SI5,SI6,H1,H2,H3,H4,SC1,SC2,SC3,SC4,SC5,NE1,NE2,NE3,NE4,NE5
469,Female,West Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,4,3,2,3,1,1,1,1,2,4,2,2,2,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4
470,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2004,Students,"Less than Rp 1,000,000",Less than 20%,4,5,2,4,3,3,5,5,4,2,4,5,5,2,4,5,2,4,4,5,4,2,1,1,2,4,5,2
471,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,3,3,3,4,4,3,2,3,4,4,5,4,3
472,Female,West Sumatera,e-paylater user,Post Graduate,2004,Not Working,"More than Rp 10,000,000",21% - 40%,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,5,5,5,5,5
473,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Students,"Less than Rp 1,000,000",21% - 40%,3,3,4,3,3,3,3,3,3,4,3,2,2,3,4,4,4,4,4,4,2,3,3,3,4,4,3,3
474,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,4,1,2,2,2,3,3,3,3,3,3,5,5,5,5,4,4,2,2,2,2,2,2,2,2
475,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,4,4,4,1,4,4,4,3,4,1,2,1,2,1,4,3,4,4,4,5,3,1,4,1,2,2,2,2
476,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1
477,Female,Riau,Non e-paylater user,Post Graduate,1975,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5
478,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1970,Students,"Less than Rp 1,000,000",Less than 20%,3,1,4,1,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,2,3,3,4,4,4,3,3
479,Male,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"More than Rp 10,000,000",Less than 20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,5,5,5,4,5,3,5,1,3,1
480,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,2,2,2,3,3,3,3,3
481,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,3,2,1,3,1,2,1,2,2,3,5,5,4,5,2,1,2,1,4,4,1,2,1,4,4,4,4,3
482,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1996,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,4,2,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,3,2,4,4,2,3,4,3,5
483,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,4,2,2,3,5,3,3,3,3
484,Female,West Sumatera,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",21% - 40%,2,1,2,5,3,3,3,4,3,3,4,4,3,3,3,3,4,3,4,4,3,3,5,5,5,5,4,3
485,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,4,4,4,3,1,1,1,1,1,3,2,3,2,3,4,3,3,4,3,4,3,2,3,3,3,3,3,2
486,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2001,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,1,1,1,1,4,5,2,5,4,3,3,2,2,2,5,3,4,4,5,5,5,5,5,5,4,5,4,5
487,Female,West Java,Non e-paylater user,Bachelor/Diploma IV,1980,Working,"Less than Rp 1,000,000",21% - 40%,4,4,3,3,2,1,1,1,2,3,3,2,2,2,3,3,4,4,3,4,2,2,3,2,3,3,3,3
488,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,1997,Students,"Less than Rp 1,000,000",21% - 40%,3,3,2,4,2,2,3,2,2,2,2,2,3,3,4,4,4,4,3,3,3,2,2,3,3,3,3,3
489,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1981,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,3,4,2,2,2,2,2,2,4,1,2,1,2,4,4,4,4,4,4,3,2,3,3,4,4,4,2
490,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,2,2,3,2,2,2,2,3,4,3,3,2,2,4,4,4,4,4,4,2,2,3,4,3,4,2,3
491,Female,Jambi,Non e-paylater user,Until Senior High School,1992,Students,"Less than Rp 1,000,000",Less than 20%,4,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,1,3,3,5,4,3,4,2
492,Female,North Sumatera,e-paylater user,"Diploma I, II, III",2004,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2,2,2,2,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4
493,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,2,3,2,1,1,1,1,2,2,2,2,2,2,4,3,4,3,4,4,2,2,3,4,4,4,4,4
494,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,2,4,2,1,1,1,1,1,1,1,1,1,1,4,3,4,4,4,4,3,2,3,5,5,5,4,2
495,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2004,Not Working,"More than Rp 10,000,000",Less than 20%,4,2,1,1,1,1,1,1,2,1,1,1,1,1,4,2,2,2,2,4,2,2,2,4,4,4,4,3
496,Male,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,5,3,1,1,3,5,3,4,3,3,3,4,1,4,4,3,4,4,5,5,5,2,4,3,4,4,3,1
497,Male,Central Java,Non e-paylater user,Post Graduate,1972,Working,"More than Rp 10,000,000",Less than 20%,4,3,3,3,4,3,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,4,4,3,2
498,Female,Kepulauan Riau,Non e-paylater user,Bachelor/Diploma IV,1972,Working,"More than Rp 10,000,000",Less than 20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,5,5,4,4,4
499,Female,West Sumatera,Non e-paylater user,Until Senior High School,1966,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,3,3,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,3,3,4,5,5,5,1,3
500,Female,Central Java,Non e-paylater user,Until Senior High School,1977,Students,"Less than Rp 1,000,000",21% - 40%,3,3,3,3,4,4,4,4,4,1,1,1,1,1,4,4,4,4,4,3,2,2,4,5,3,5,3,3
501,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,4,2,4,4,4,4,4,4,4,4,3,1,2,5,5,5,5,1,3,2,2,2,4,2,3,1,1
502,Male,West Sumatera,Non e-paylater user,Post Graduate,1991,Working,"More than Rp 10,000,000",41% - 60%,3,3,3,3,1,1,1,1,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,2,5,3,3,3
503,Female,West Java,e-paylater user,Bachelor/Diploma IV,1978,Working,"Rp 7,500,001 - Rp 10,000,000",61% - 80%,1,1,1,1,5,5,4,5,1,1,1,1,1,1,3,1,1,3,5,5,5,5,5,5,5,5,1,3
504,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,4,3,2,3,4,4,4,4,4,2,3,3,2,2,5,4,4,4,3,4,4,4,4,2,2,1,2,1
505,Male,Central Java,Non e-paylater user,Post Graduate,1994,Working,"More than Rp 10,000,000",Less than 20%,2,2,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3,3,4,5,4,2,4,5,5,5,5,5
506,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",21% - 40%,5,5,2,4,2,2,2,2,3,3,3,1,1,1,5,5,5,5,3,3,2,3,3,5,3,2,1,1
507,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"More than Rp 10,000,000",21% - 40%,3,2,1,2,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4
508,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Less than Rp 1,000,000",41% - 60%,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3,3,3,3
509,Female,Kepulauan Riau,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",21% - 40%,3,4,3,3,2,2,2,2,3,1,2,2,2,3,4,4,4,4,4,4,3,4,3,4,4,4,4,3
510,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",Less than 20%,4,4,4,4,1,1,1,1,2,2,1,1,1,1,4,4,4,4,3,3,2,2,2,4,4,5,4,2
511,Female,West Sumatera,Non e-paylater user,Post Graduate,1990,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,4,4,5,5,5,5,5,5
512,Female,Kepulauan Riau,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,3,4,4,5
513,Female,Kepulauan Riau,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,1,3,1,1,1,1,1,2,2,2,2,2,2,3,3,4,3,4,4,2,4,4,2,3,1,2,2
514,Female,Kepulauan Riau,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",21% - 40%,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,2,4,5,3,3,4,3,3
515,Female,Kepulauan Riau,Non e-paylater user,Post Graduate,2002,Not Working,"Less than Rp 1,000,000",21% - 40%,3,3,3,4,2,2,2,2,2,2,2,1,2,2,4,4,4,4,2,2,1,2,3,2,3,3,3,3
516,Female,Jambi,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,3,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2
517,Male,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,2,3,4,1,3,3,3,3,2,2,2,2,2,2,4,3,3,3,4,4,2,2,2,5,5,5,1,1
518,Female,West Sumatera,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",Less than 20%,4,3,4,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,3,3,4,4,4,4,4
519,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"More than Rp 10,000,000",Less than 20%,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,4,4,3,2,3,3,3,3,3,3
520,Female,East Nusa Tenggara,e-paylater user,Post Graduate,2001,Working,"More than Rp 10,000,000",Less than 20%,3,3,3,2,4,4,3,4,4,2,2,2,2,2,2,2,2,2,3,4,2,2,2,5,5,5,5,5
521,Female,Riau,Non e-paylater user,Until Senior High School,1996,Students,"Less than Rp 1,000,000",21% - 40%,4,4,4,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,3,3
522,Female,Central Java,Non e-paylater user,"Diploma I, II, III",1986,Students,"Less than Rp 1,000,000",Less than 20%,4,5,2,4,3,3,5,5,4,2,4,5,5,2,4,5,2,4,4,5,4,2,1,1,2,4,5,2
523,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1980,Entrepreneur,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,3,4,3,4,5,5,5,3,4
524,Female,East Java,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",21% - 40%,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,4,4,3,4,2,3,2,5,5,5,4,4
525,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"More than Rp 10,000,000",Less than 20%,4,4,4,3,2,2,2,2,2,2,2,2,2,2,3,4,4,3,4,4,4,4,4,3,3,3,3,3
526,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Not Working,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,1,2,2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,4,4,4,3,3
527,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4,4,4,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,4,4,4,4,4,2,3,2
528,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,2,4,4,4,2,4,5,5,5,4,4,5
529,Female,Riau,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,3,2,4,2,2,2,2,1
530,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1999,Students,"Less than Rp 1,000,000",21% - 40%,4,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,4,4,5,5,3,3,5,3,3,3,2,2
531,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1978,Entrepreneur,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,3,3,2,1,2,2,2,1,1,1,1,2,2,3,3,3,3,4,4,3,4,3,5,4,4,3,4
532,Female,Central Java,e-paylater user,Until Senior High School,1981,Students,"Less than Rp 1,000,000",Less than 20%,3,4,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,4,3,3,3,2,2,2,3,3
533,Female,Central Java,e-paylater user,Until Senior High School,1980,Students,"Rp 2,500,001 - Rp 5,000,000",41% - 60%,4,3,3,1,3,4,4,4,3,3,3,3,3,4,4,4,4,4,5,4,5,5,3,3,4,4,3,3
534,Female,DKI Jakarta,e-paylater user,Until Senior High School,1997,Students,"Less than Rp 1,000,000",21% - 40%,4,4,4,3,4,4,3,3,3,3,3,2,3,3,4,4,4,4,4,5,2,3,3,3,3,3,3,3
535,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",1993,Students,"Less than Rp 1,000,000",Less than 20%,4,5,2,4,3,3,5,5,4,2,4,5,5,2,4,5,2,4,4,5,4,2,1,1,2,4,5,2
536,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,5,5,3,2,5,5,4,2,2,2,2,2
537,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1971,Not Working,"Less than Rp 1,000,000",Less than 20%,2,2,3,1,3,4,4,3,4,3,3,2,2,2,4,3,4,3,3,3,3,2,4,4,5,5,5,4
538,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2,3,4,2,1,1,1,1,1,2,2,1,1,1,4,3,3,3,4,4,3,3,3,4,4,4,3,3
539,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1992,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,4,1,4,4,4,4,4,4,4,4,3,4,3,3,3,3,1,1,5,5,3,3,3,3,3,3
540,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",Less than 20%,3,2,2,1,5,5,1,3,4,2,2,2,2,4,2,2,2,2,4,4,5,4,5,4,5,4,2,2
541,Male,Kepulauan Riau,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,2,3,1,1,1,1,1,1,1,1,1,3,2,3,2,4,4,4,3,5,5,5,5,2,3
542,Female,West Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,2,1,1,1,3,3,2,3,2,3,2,3,2,3,4,3,3,3,5,5,3,3,4,4,3,4,4,3
543,Male,Central Java,Non e-paylater user,Until Senior High School,1983,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,3,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,5,5,5,4,5
544,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",1983,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,3,3,3,4,4,4,4,4
545,Male,East Kalimantan,Non e-paylater user,Until Senior High School,1985,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,4,4,4,4,4
546,Female,South Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,4,3,3,3,1,1,1,1,2,1,1,1,1,1,3,3,3,3,3,3,4,3,4,2,4,5,4,4
547,Male,Banten,Non e-paylater user,Post Graduate,1984,Working,"More than Rp 10,000,000",Less than 20%,5,3,3,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,4,5,4,2,4,3,3,3,4,2
548,Female,Riau,Non e-paylater user,Until Senior High School,1980,Students,"Less than Rp 1,000,000",Less than 20%,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,3,3,3,1,4,4,5,3
549,Female,Banten,Non e-paylater user,Bachelor/Diploma IV,1986,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,4,4,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,2,5,5,3,3,3,3,2
550,Female,North Sumatera,Non e-paylater user,Until Senior High School,1981,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4,4,2,2,2,2,2,4,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,5,3,1,3,3
551,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1980,Students,"Less than Rp 1,000,000",Less than 20%,4,3,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3
552,Male,West Java,e-paylater user,Until Senior High School,1973,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,2,2,4,4,4,4,3,4,4,2,3,3,3,4,4,4,4,3,3,2,2,3,4,3,3,3,3
553,Male,Riau,e-paylater user,Until Senior High School,1981,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,1,3,4,3,4,4,1,2,1,1,3,4,4,4,4,3,3,3,2,5,4,3,4,5,1
554,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,2,2,2,3,3,3,3,3
555,Female,West Nusa Tenggara,Non e-paylater user,Bachelor/Diploma IV,1977,Working,"More than Rp 10,000,000",21% - 40%,2,1,2,1,2,2,2,2,2,3,2,2,2,2,3,4,3,3,4,4,4,4,4,5,5,4,5,4
556,Male,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,1982,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,5,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4
557,Male,Provinsi South Sulawesi,e-paylater user,Post Graduate,1989,Working,"More than Rp 10,000,000",21% - 40%,4,2,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2
558,Female,DKI Jakarta,e-paylater user,Until Senior High School,1981,Students,"Less than Rp 1,000,000",41% - 60%,4,4,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,4,4,2,2,2,2,2,2,2,2
559,Male,West Kalimantan,Non e-paylater user,Bachelor/Diploma IV,1981,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,4,4,2,2,2,2,2,2,2,4,2,2,2,4,3,3,3,4,4,4,3,2,3,2,2,2,3,2
560,Male,West Kalimantan,e-paylater user,Bachelor/Diploma IV,1985,Entrepreneur,"More than Rp 10,000,000",21% - 40%,4,3,5,5,1,2,2,3,2,5,5,5,2,2,2,3,1,3,4,2,2,1,1,4,2,4,2,5
561,Male,West Java,Non e-paylater user,Bachelor/Diploma IV,1980,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,3,3,2,3,2,2,2,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3
562,Male,East Java,e-paylater user,Until Senior High School,1993,Students,"Less than Rp 1,000,000",21% - 40%,2,3,3,2,3,2,2,2,3,3,3,2,2,2,3,2,2,2,3,3,3,4,3,3,3,3,3,4
563,Female,DKI Jakarta,e-paylater user,Until Senior High School,1982,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,5,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,1,3,5,5,5,4,4,4,5
564,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"More than Rp 10,000,000",21% - 40%,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
565,Female,West Java,e-paylater user,Bachelor/Diploma IV,1982,Working,"More than Rp 10,000,000",Less than 20%,3,3,4,3,3,4,3,4,4,4,4,3,3,4,4,4,4,3,4,4,3,2,3,4,4,3,2,2
566,Male,East Kalimantan,Non e-paylater user,Post Graduate,1972,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,1,1,1,2,2,2,2,2
567,Female,Provinsi South Sulawesi,Non e-paylater user,Bachelor/Diploma IV,1995,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,4,2,5,2,4,4,4,2,2,2,2,1
568,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1991,Not Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,2,2,4,2,4,2,2,2,2,1,2,4,5,5,5,4,4,4,4,4,4,4,4,4,4
569,Female,West Java,Non e-paylater user,Post Graduate,1992,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,3,3,3,2,2,2,2,2,1,2,2,2,3,3,3,3,3,4,3,2,2,3,4,4,5,3,4
570,Female,West Sumatera,Non e-paylater user,Post Graduate,2004,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,3,3,2,2,3,2,3,3,4,2,1,2,2,4,4,4,5,4,4,3,3,4,2,3,3,2,2
571,Female,Banten,Non e-paylater user,Until Senior High School,1986,Students,"Less than Rp 1,000,000",Less than 20%,4,2,2,2,2,2,2,2,3,2,3,2,2,4,4,4,4,4,4,3,3,3,4,4,2,2,2,2
572,Female,Provinsi South Sulawesi,Non e-paylater user,Post Graduate,1968,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,2,3,3,5,3,5,4,3
573,Female,Papua,Non e-paylater user,Bachelor/Diploma IV,1986,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,5,4,4,4,4
574,Female,Papua,Non e-paylater user,Until Senior High School,1983,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,5,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3
575,Male,Provinsi South Sulawesi,e-paylater user,Post Graduate,1990,Entrepreneur,"Rp 7,500,001 - Rp 10,000,000",41% - 60%,4,5,2,5,5,3,4,5,5,4,5,3,4,5,4,5,3,4,4,5,4,2,1,2,2,3,1,2
576,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,3,4,4,3,3,3,3,3,4,5,5,5,5
577,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,4,3,3,1,1,1,1,1,1,3,1,1,1,1,4,4,4,4,4,4,2,4,4,3,4,5,4,4
578,Female,West Java,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",Less than 20%,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,3,4,4,4,5,5,5,4
579,Male,West Java,Non e-paylater user,Bachelor/Diploma IV,1980,Working,"More than Rp 10,000,000",Less than 20%,4,3,3,1,1,1,1,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,5,5,5,4,4
580,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1998,Students,"Less than Rp 1,000,000",Less than 20%,4,3,3,3,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,3
581,Female,West Sumatera,Non e-paylater user,Until Senior High School,1998,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,4,3,2,3,3,3,3,3,2,2,1,1,2,4,4,4,5,4,5,3,3,3,3,2,2,2,1
582,Female,West Nusa Tenggara,e-paylater user,Until Senior High School,1976,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,2,3,3,3,3,4,3,3
583,Male,East Java,e-paylater user,Bachelor/Diploma IV,1998,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,5,5,2,5,4,5,3,3,5,3,4,5,2,4,5,2,4,4,5,4,2,1,4,5,2,4,2
584,Male,East Kalimantan,Non e-paylater user,Bachelor/Diploma IV,1984,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,2,4,1,2,4,4,4,4,4,2,2,1,1,4,2,4,2,5,5,2,2,5,5,5,5,5,5
585,Male,East Kalimantan,Non e-paylater user,Until Senior High School,1972,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,3,4,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4
586,Male,East Kalimantan,Non e-paylater user,Bachelor/Diploma IV,1982,Entrepreneur,"More than Rp 10,000,000",Less than 20%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,4,3,3,3,4,3
