ID,Gender,Location,E-Paylater User Status,Educational Background,Year of Birth,Job Status,Monthly Income,Online Shopping Expenditure Percentage,Impulsive Buying Behavior Score,Promotion Score,Social Influence Score,Happiness Score,Self Control Score,Normative Evaluation Score
757,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2000,Working,"Rp 5,000,001 - Rp 7,500,000",More than 100%,2,1,4,2,5,3
758,Male,West Sumatera,Non e-paylater user,"Diploma I, II, III",2002,Students,"Less than Rp 1,000,000",21% - 40%,3,3,3,2,3,3
759,Male,West Sumatera,e-paylater user,Until Senior High School,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,3,2,2,3,3
760,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4,2,3,3,3,4
761,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",21% - 40%,4,4,3,4,3,2
762,Male,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,3,1,1,4,4,2
763,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2,2,1,3,3,5
764,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Not Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,4,3,4,3,3
765,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2,2,3,3,4,5
766,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,1,1,4,2,5
767,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,3,3,2
768,Male,West Sumatera,Non e-paylater user,Post Graduate,2004,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,2,2,4,2
769,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,2,2,3,4,4
770,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4,4,3,3,3,3
771,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Not Working,"Less than Rp 1,000,000",Less than 20%,2,1,1,2,4,4
772,Male,Riau,Non e-paylater user,Until Senior High School,2003,Entrepreneur,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,2,3,3,3
773,Female,West Sumatera,Non e-paylater user,Until Senior High School,1977,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,2,1,2,4,4
774,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,2,3,3,3,4
775,Male,West Sumatera,e-paylater user,Until Senior High School,2004,Students,"More than Rp 10,000,000",21% - 40%,1,1,1,1,3,3
776,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"More than Rp 10,000,000",Less than 20%,4,2,1,2,5,3
777,Male,DKI Jakarta,Non e-paylater user,Post Graduate,2003,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,2,1,3,4,3
778,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,2003,Working,"More than Rp 10,000,000",Less than 20%,2,4,4,4,3,5
779,Male,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",Less than 20%,4,2,4,4,3,4
780,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,2,3,3,4,3,4
781,Female,West Java,Non e-paylater user,Bachelor/Diploma IV,2001,Not Working,"Less than Rp 1,000,000",Less than 20%,2,3,2,4,3,4
782,Male,Kepulauan Riau,e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",21% - 40%,4,2,2,2,4,4
783,Male,South Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,4,3,4,4,3,4
784,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",Less than 20%,2,3,3,3,3,3
785,Male,West Sumatera,Non e-paylater user,Post Graduate,2003,Entrepreneur,"Rp 1,000,001 - Rp 2,500,000",More than 100%,1,1,2,2,4,4
786,Male,West Sumatera,e-paylater user,Until Senior High School,2001,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,4,4,3,3,4
787,Female,Riau,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",61% - 80%,2,2,3,4,3,4
788,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Entrepreneur,"Less than Rp 1,000,000",Less than 20%,1,1,1,1,4,3
789,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,4,2,3,3,4,4
790,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1980,Students,"Less than Rp 1,000,000",Less than 20%,4,3,3,3,3,4
791,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,1,1,3,4
792,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,1,2,2,4,4
793,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,4,4,3,3
794,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",Less than 20%,2,2,3,3,3,4
795,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,3,2,2,3,3,3
796,Female,West Sumatera,e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",41% - 60%,2,2,3,2,3,3
797,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,1,4,2,3,3,3
798,Female,West Sumatera,Non e-paylater user,Post Graduate,2001,Students,"Less than Rp 1,000,000",41% - 60%,1,1,1,3,3,4
799,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,4,1,1,2,3,3
800,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Less than Rp 1,000,000",21% - 40%,3,2,2,2,3,3
801,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,3,4,3,3,3
802,Female,West Sumatera,e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",Less than 20%,2,3,2,2,4,3
803,Male,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,2,2,2,3,2
804,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Not Working,"Less than Rp 1,000,000",21% - 40%,4,1,3,3,3,4
805,Female,West Sumatera,e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,4,1,2,3,3,4
806,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1989,Students,"Less than Rp 1,000,000",Less than 20%,4,4,3,3,4,3
807,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",Less than 20%,3,4,4,3,3,2
808,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2002,Entrepreneur,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,2,3,4,3,3
809,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2,4,4,4,4,4
810,Female,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",Less than 20%,3,1,2,3,3,4
